Transaccion_id,Fecha_transcc,Cliente_id,Factura,Fecha_Factura,Item,Precio_unitario,Cantidad,Subtotal,IVA_12,Total_Factura,Forma_pago
544,"2021-02-18 00:00:00",141,F-000-0544,"2021-02-18 00:00:00",Pack-C,350,9,3150,378,3528,Credito
545,"2021-03-04 00:00:00",443,F-000-0545,"2021-03-04 00:00:00",Pack-C,350,4,1400,168,1568,Credito
546,"2021-01-05 00:00:00",443,F-000-0546,"2021-01-05 00:00:00",Pack-C,350,2,700,84,784,Credito
547,"2021-04-23 00:00:00",191,F-000-0547,"2021-04-23 00:00:00",Pack-C,350,4,1400,168,1568,Credito
548,"2021-03-11 00:00:00",342,F-000-0548,"2021-03-11 00:00:00",Pack-C,350,4,1400,168,1568,Credito
549,"2021-01-15 00:00:00",306,F-000-0549,"2021-01-15 00:00:00",Pack-A,150,3,450,54,504,Credito
550,"2021-04-13 00:00:00",185,F-000-0550,"2021-04-13 00:00:00",Pack-A,150,6,900,108,1008,Credito
551,"2021-04-02 00:00:00",95,F-000-0551,"2021-04-02 00:00:00",Pack-A,150,5,750,90,840,Credito
552,"2021-06-04 00:00:00",135,F-000-0552,"2021-06-04 00:00:00",Pack-C,350,7,2450,294,2744,Credito
553,"2021-06-22 00:00:00",281,F-000-0553,"2021-06-22 00:00:00",Pack-A,150,9,1350,162,1512,Credito
554,"2021-01-12 00:00:00",358,F-000-0554,"2021-01-12 00:00:00",Pack-C,350,5,1750,210,1960,Credito
555,"2021-04-21 00:00:00",135,F-000-0555,"2021-04-21 00:00:00",Pack-C,350,7,2450,294,2744,Credito
556,"2021-06-10 00:00:00",262,F-000-0556,"2021-06-10 00:00:00",Pack-B,250,5,1250,150,1400,Credito
557,"2021-05-20 00:00:00",357,F-000-0557,"2021-05-20 00:00:00",Pack-A,150,5,750,90,840,Credito
558,"2021-05-18 00:00:00",253,F-000-0558,"2021-05-18 00:00:00",Pack-A,150,1,150,18,168,Credito
559,"2021-03-26 00:00:00",467,F-000-0559,"2021-03-26 00:00:00",Pack-A,150,1,150,18,168,Credito
560,"2021-01-13 00:00:00",461,F-000-0560,"2021-01-13 00:00:00",Pack-B,250,6,1500,180,1680,Credito
561,"2021-03-03 00:00:00",500,F-000-0561,"2021-03-03 00:00:00",Pack-C,350,8,2800,336,3136,Credito
562,"2021-03-12 00:00:00",185,F-000-0562,"2021-03-12 00:00:00",Pack-C,350,7,2450,294,2744,Credito
563,"2021-05-27 00:00:00",253,F-000-0563,"2021-05-27 00:00:00",Pack-A,150,2,300,36,336,Credito
564,"2021-04-20 00:00:00",325,F-000-0564,"2021-04-20 00:00:00",Pack-C,350,1,350,42,392,Credito
565,"2021-06-30 00:00:00",306,F-000-0565,"2021-06-30 00:00:00",Pack-B,250,4,1000,120,1120,Credito
566,"2021-06-22 00:00:00",259,F-000-0566,"2021-06-22 00:00:00",Pack-C,350,9,3150,378,3528,Credito
567,"2021-03-29 00:00:00",254,F-000-0567,"2021-03-29 00:00:00",Pack-B,250,2,500,60,560,Credito
568,"2021-06-14 00:00:00",3,F-000-0568,"2021-06-14 00:00:00",Pack-C,350,7,2450,294,2744,Credito
569,"2021-02-03 00:00:00",259,F-000-0569,"2021-02-03 00:00:00",Pack-A,150,7,1050,126,1176,Credito
570,"2021-01-22 00:00:00",197,F-000-0570,"2021-01-22 00:00:00",Pack-C,350,1,350,42,392,Credito
571,"2021-05-05 00:00:00",443,F-000-0571,"2021-05-05 00:00:00",Pack-B,250,6,1500,180,1680,Credito
572,"2021-06-24 00:00:00",226,F-000-0572,"2021-06-24 00:00:00",Pack-A,150,5,750,90,840,Credito
573,"2021-05-03 00:00:00",229,F-000-0573,"2021-05-03 00:00:00",Pack-A,150,2,300,36,336,Credito
574,"2021-01-08 00:00:00",439,F-000-0574,"2021-01-08 00:00:00",Pack-A,150,7,1050,126,1176,Credito
575,"2021-06-15 00:00:00",191,F-000-0575,"2021-06-15 00:00:00",Pack-B,250,7,1750,210,1960,Credito
576,"2021-05-14 00:00:00",253,F-000-0576,"2021-05-14 00:00:00",Pack-C,350,2,700,84,784,Credito
577,"2021-01-01 00:00:00",430,F-000-0577,"2021-01-01 00:00:00",Pack-C,350,8,2800,336,3136,Credito
578,"2021-01-07 00:00:00",253,F-000-0578,"2021-01-07 00:00:00",Pack-A,150,1,150,18,168,Credito
579,"2021-03-12 00:00:00",164,F-000-0579,"2021-03-12 00:00:00",Pack-B,250,5,1250,150,1400,Credito
580,"2021-01-19 00:00:00",467,F-000-0580,"2021-01-19 00:00:00",Pack-A,150,3,450,54,504,Credito
581,"2021-02-24 00:00:00",135,F-000-0581,"2021-02-24 00:00:00",Pack-B,250,7,1750,210,1960,Credito
582,"2021-01-12 00:00:00",468,F-000-0582,"2021-01-12 00:00:00",Pack-B,250,2,500,60,560,Credito
583,"2021-03-29 00:00:00",485,F-000-0583,"2021-03-29 00:00:00",Pack-B,250,9,2250,270,2520,Credito
584,"2021-05-10 00:00:00",42,F-000-0584,"2021-05-10 00:00:00",Pack-A,150,9,1350,162,1512,Credito
585,"2021-05-07 00:00:00",140,F-000-0585,"2021-05-07 00:00:00",Pack-A,150,4,600,72,672,Credito
586,"2021-03-08 00:00:00",262,F-000-0586,"2021-03-08 00:00:00",Pack-A,150,3,450,54,504,Credito
587,"2021-01-22 00:00:00",357,F-000-0587,"2021-01-22 00:00:00",Pack-B,250,5,1250,150,1400,Credito
588,"2021-02-05 00:00:00",26,F-000-0588,"2021-02-05 00:00:00",Pack-C,350,1,350,42,392,Credito
589,"2021-06-01 00:00:00",306,F-000-0589,"2021-06-01 00:00:00",Pack-B,250,5,1250,150,1400,Credito
590,"2021-05-13 00:00:00",351,F-000-0590,"2021-05-13 00:00:00",Pack-A,150,1,150,18,168,Credito
591,"2021-04-21 00:00:00",95,F-000-0591,"2021-04-21 00:00:00",Pack-A,150,3,450,54,504,Credito
592,"2021-01-08 00:00:00",12,F-000-0592,"2021-01-08 00:00:00",Pack-A,150,3,450,54,504,Credito
593,"2021-02-24 00:00:00",259,F-000-0593,"2021-02-24 00:00:00",Pack-A,150,9,1350,162,1512,Credito
594,"2021-05-14 00:00:00",378,F-000-0594,"2021-05-14 00:00:00",Pack-C,350,5,1750,210,1960,Credito
595,"2021-04-29 00:00:00",185,F-000-0595,"2021-04-29 00:00:00",Pack-A,150,2,300,36,336,Credito
596,"2021-05-25 00:00:00",165,F-000-0596,"2021-05-25 00:00:00",Pack-B,250,6,1500,180,1680,Credito
597,"2021-05-27 00:00:00",259,F-000-0597,"2021-05-27 00:00:00",Pack-A,150,7,1050,126,1176,Credito
598,"2021-05-10 00:00:00",345,F-000-0598,"2021-05-10 00:00:00",Pack-A,150,1,150,18,168,Credito
599,"2021-05-25 00:00:00",113,F-000-0599,"2021-05-25 00:00:00",Pack-A,150,4,600,72,672,Credito
600,"2021-05-20 00:00:00",430,F-000-0600,"2021-05-20 00:00:00",Pack-C,350,1,350,42,392,Credito
601,"2021-01-04 00:00:00",3,F-000-0601,"2021-01-04 00:00:00",Pack-C,350,2,700,84,784,Credito
602,"2021-03-23 00:00:00",309,F-000-0602,"2021-03-23 00:00:00",Pack-C,350,4,1400,168,1568,Credito
603,"2021-05-05 00:00:00",329,F-000-0603,"2021-05-05 00:00:00",Pack-B,250,2,500,60,560,Credito
604,"2021-05-13 00:00:00",298,F-000-0604,"2021-05-13 00:00:00",Pack-C,350,4,1400,168,1568,Credito
605,"2021-06-22 00:00:00",95,F-000-0605,"2021-06-22 00:00:00",Pack-B,250,5,1250,150,1400,Credito
606,"2021-06-07 00:00:00",325,F-000-0606,"2021-06-07 00:00:00",Pack-C,350,3,1050,126,1176,Credito
607,"2021-05-28 00:00:00",140,F-000-0607,"2021-05-28 00:00:00",Pack-A,150,3,450,54,504,Credito
608,"2021-02-02 00:00:00",228,F-000-0608,"2021-02-02 00:00:00",Pack-A,150,9,1350,162,1512,Credito
609,"2021-04-07 00:00:00",12,F-000-0609,"2021-04-07 00:00:00",Pack-C,350,3,1050,126,1176,Credito
610,"2021-02-18 00:00:00",26,F-000-0610,"2021-02-18 00:00:00",Pack-B,250,7,1750,210,1960,Credito
611,"2021-06-25 00:00:00",142,F-000-0611,"2021-06-25 00:00:00",Pack-A,150,7,1050,126,1176,Credito
612,"2021-04-02 00:00:00",221,F-000-0612,"2021-04-02 00:00:00",Pack-C,350,3,1050,126,1176,Credito
613,"2021-05-31 00:00:00",348,F-000-0613,"2021-05-31 00:00:00",Pack-C,350,6,2100,252,2352,Credito
614,"2021-04-07 00:00:00",351,F-000-0614,"2021-04-07 00:00:00",Pack-C,350,8,2800,336,3136,Credito
615,"2021-02-09 00:00:00",306,F-000-0615,"2021-02-09 00:00:00",Pack-C,350,9,3150,378,3528,Credito
616,"2021-04-08 00:00:00",141,F-000-0616,"2021-04-08 00:00:00",Pack-A,150,7,1050,126,1176,Credito
617,"2021-03-25 00:00:00",142,F-000-0617,"2021-03-25 00:00:00",Pack-C,350,2,700,84,784,Credito
618,"2021-05-28 00:00:00",500,F-000-0618,"2021-05-28 00:00:00",Pack-B,250,9,2250,270,2520,Credito
619,"2021-06-21 00:00:00",135,F-000-0619,"2021-06-21 00:00:00",Pack-B,250,7,1750,210,1960,Credito
620,"2021-05-12 00:00:00",185,F-000-0620,"2021-05-12 00:00:00",Pack-B,250,5,1250,150,1400,Credito
621,"2021-06-11 00:00:00",140,F-000-0621,"2021-06-11 00:00:00",Pack-B,250,4,1000,120,1120,Credito
622,"2021-06-28 00:00:00",348,F-000-0622,"2021-06-28 00:00:00",Pack-B,250,2,500,60,560,Credito
623,"2021-02-02 00:00:00",165,F-000-0623,"2021-02-02 00:00:00",Pack-C,350,7,2450,294,2744,Credito
624,"2021-06-24 00:00:00",259,F-000-0624,"2021-06-24 00:00:00",Pack-A,150,1,150,18,168,Credito
625,"2021-05-13 00:00:00",185,F-000-0625,"2021-05-13 00:00:00",Pack-B,250,5,1250,150,1400,Credito
626,"2021-02-09 00:00:00",95,F-000-0626,"2021-02-09 00:00:00",Pack-B,250,5,1250,150,1400,Credito
627,"2021-05-24 00:00:00",259,F-000-0627,"2021-05-24 00:00:00",Pack-C,350,2,700,84,784,Credito
628,"2021-04-09 00:00:00",439,F-000-0628,"2021-04-09 00:00:00",Pack-B,250,3,750,90,840,Credito
629,"2021-06-07 00:00:00",461,F-000-0629,"2021-06-07 00:00:00",Pack-C,350,5,1750,210,1960,Credito
630,"2021-01-15 00:00:00",191,F-000-0630,"2021-01-15 00:00:00",Pack-B,250,1,250,30,280,Credito
631,"2021-03-02 00:00:00",324,F-000-0631,"2021-03-02 00:00:00",Pack-A,150,5,750,90,840,Credito
632,"2021-04-01 00:00:00",325,F-000-0632,"2021-04-01 00:00:00",Pack-B,250,6,1500,180,1680,Credito
633,"2021-01-12 00:00:00",77,F-000-0633,"2021-01-12 00:00:00",Pack-A,150,3,450,54,504,Credito
634,"2021-04-26 00:00:00",197,F-000-0634,"2021-04-26 00:00:00",Pack-B,250,6,1500,180,1680,Credito
635,"2021-06-16 00:00:00",229,F-000-0635,"2021-06-16 00:00:00",Pack-A,150,3,450,54,504,Credito
636,"2021-02-16 00:00:00",26,F-000-0636,"2021-02-16 00:00:00",Pack-A,150,8,1200,144,1344,Credito
637,"2021-05-17 00:00:00",226,F-000-0637,"2021-05-17 00:00:00",Pack-C,350,8,2800,336,3136,Credito
638,"2021-02-26 00:00:00",348,F-000-0638,"2021-02-26 00:00:00",Pack-A,150,2,300,36,336,Credito
639,"2021-01-14 00:00:00",142,F-000-0639,"2021-01-14 00:00:00",Pack-A,150,4,600,72,672,Credito
640,"2021-04-01 00:00:00",378,F-000-0640,"2021-04-01 00:00:00",Pack-B,250,2,500,60,560,Credito
641,"2021-01-19 00:00:00",221,F-000-0641,"2021-01-19 00:00:00",Pack-C,350,6,2100,252,2352,Credito
642,"2021-06-08 00:00:00",95,F-000-0642,"2021-06-08 00:00:00",Pack-C,350,9,3150,378,3528,Credito
643,"2021-06-08 00:00:00",141,F-000-0643,"2021-06-08 00:00:00",Pack-B,250,6,1500,180,1680,Credito
644,"2021-05-05 00:00:00",485,F-000-0644,"2021-05-05 00:00:00",Pack-B,250,4,1000,120,1120,Credito
645,"2021-03-10 00:00:00",468,F-000-0645,"2021-03-10 00:00:00",Pack-A,150,7,1050,126,1176,Credito
646,"2021-06-10 00:00:00",378,F-000-0646,"2021-06-10 00:00:00",Pack-B,250,8,2000,240,2240,Credito
647,"2021-03-19 00:00:00",430,F-000-0647,"2021-03-19 00:00:00",Pack-B,250,1,250,30,280,Credito
648,"2021-02-22 00:00:00",3,F-000-0648,"2021-02-22 00:00:00",Pack-C,350,8,2800,336,3136,Credito
649,"2021-06-02 00:00:00",467,F-000-0649,"2021-06-02 00:00:00",Pack-A,150,7,1050,126,1176,Credito
650,"2021-02-09 00:00:00",262,F-000-0650,"2021-02-09 00:00:00",Pack-C,350,6,2100,252,2352,Credito
651,"2021-05-18 00:00:00",306,F-000-0651,"2021-05-18 00:00:00",Pack-A,150,3,450,54,504,Credito
652,"2021-01-19 00:00:00",77,F-000-0652,"2021-01-19 00:00:00",Pack-B,250,8,2000,240,2240,Credito
653,"2021-01-21 00:00:00",325,F-000-0653,"2021-01-21 00:00:00",Pack-A,150,4,600,72,672,Credito
654,"2021-06-10 00:00:00",309,F-000-0654,"2021-06-10 00:00:00",Pack-A,150,4,600,72,672,Credito
655,"2021-04-13 00:00:00",329,F-000-0655,"2021-04-13 00:00:00",Pack-B,250,6,1500,180,1680,Credito
656,"2021-02-03 00:00:00",430,F-000-0656,"2021-02-03 00:00:00",Pack-A,150,3,450,54,504,Credito
657,"2021-01-07 00:00:00",135,F-000-0657,"2021-01-07 00:00:00",Pack-C,350,3,1050,126,1176,Credito
658,"2021-04-19 00:00:00",485,F-000-0658,"2021-04-19 00:00:00",Pack-B,250,6,1500,180,1680,Credito
659,"2021-05-25 00:00:00",309,F-000-0659,"2021-05-25 00:00:00",Pack-B,250,5,1250,150,1400,Credito
660,"2021-01-19 00:00:00",140,F-000-0660,"2021-01-19 00:00:00",Pack-B,250,2,500,60,560,Credito
661,"2021-06-01 00:00:00",213,F-000-0661,"2021-06-01 00:00:00",Pack-B,250,9,2250,270,2520,Credito
662,"2021-02-18 00:00:00",164,F-000-0662,"2021-02-18 00:00:00",Pack-B,250,8,2000,240,2240,Credito
663,"2021-05-13 00:00:00",358,F-000-0663,"2021-05-13 00:00:00",Pack-C,350,2,700,84,784,Credito
664,"2021-02-24 00:00:00",77,F-000-0664,"2021-02-24 00:00:00",Pack-C,350,8,2800,336,3136,Credito
665,"2021-04-15 00:00:00",191,F-000-0665,"2021-04-15 00:00:00",Pack-C,350,6,2100,252,2352,Credito
666,"2021-05-19 00:00:00",42,F-000-0666,"2021-05-19 00:00:00",Pack-C,350,3,1050,126,1176,Credito
667,"2021-03-05 00:00:00",42,F-000-0667,"2021-03-05 00:00:00",Pack-A,150,9,1350,162,1512,Credito
668,"2021-04-08 00:00:00",309,F-000-0668,"2021-04-08 00:00:00",Pack-A,150,7,1050,126,1176,Credito
669,"2021-06-11 00:00:00",226,F-000-0669,"2021-06-11 00:00:00",Pack-A,150,4,600,72,672,Credito
670,"2021-03-26 00:00:00",77,F-000-0670,"2021-03-26 00:00:00",Pack-A,150,8,1200,144,1344,Credito
671,"2021-01-29 00:00:00",325,F-000-0671,"2021-01-29 00:00:00",Pack-C,350,9,3150,378,3528,Credito
672,"2021-02-02 00:00:00",281,F-000-0672,"2021-02-02 00:00:00",Pack-A,150,7,1050,126,1176,Credito
673,"2021-03-15 00:00:00",3,F-000-0673,"2021-03-15 00:00:00",Pack-A,150,5,750,90,840,Credito
674,"2021-06-04 00:00:00",461,F-000-0674,"2021-06-04 00:00:00",Pack-C,350,6,2100,252,2352,Credito
675,"2021-03-05 00:00:00",486,F-000-0675,"2021-03-05 00:00:00",Pack-C,350,2,700,84,784,Credito
676,"2021-01-07 00:00:00",213,F-000-0676,"2021-01-07 00:00:00",Pack-B,250,4,1000,120,1120,Credito
677,"2021-05-10 00:00:00",164,F-000-0677,"2021-05-10 00:00:00",Pack-A,150,9,1350,162,1512,Credito
678,"2021-01-22 00:00:00",228,F-000-0678,"2021-01-22 00:00:00",Pack-A,150,9,1350,162,1512,Credito
679,"2021-01-04 00:00:00",77,F-000-0679,"2021-01-04 00:00:00",Pack-B,250,8,2000,240,2240,Credito
680,"2021-04-19 00:00:00",329,F-000-0680,"2021-04-19 00:00:00",Pack-B,250,8,2000,240,2240,Credito
681,"2021-01-12 00:00:00",164,F-000-0681,"2021-01-12 00:00:00",Pack-C,350,6,2100,252,2352,Credito
682,"2021-05-31 00:00:00",325,F-000-0682,"2021-05-31 00:00:00",Pack-C,350,5,1750,210,1960,Credito
683,"2021-03-15 00:00:00",228,F-000-0683,"2021-03-15 00:00:00",Pack-B,250,2,500,60,560,Credito
684,"2021-01-01 00:00:00",253,F-000-0684,"2021-01-01 00:00:00",Pack-A,150,5,750,90,840,Credito
685,"2021-03-05 00:00:00",298,F-000-0685,"2021-03-05 00:00:00",Pack-C,350,8,2800,336,3136,Credito
686,"2021-06-15 00:00:00",141,F-000-0686,"2021-06-15 00:00:00",Pack-A,150,2,300,36,336,Credito
687,"2021-04-20 00:00:00",259,F-000-0687,"2021-04-20 00:00:00",Pack-B,250,3,750,90,840,Credito
688,"2021-03-22 00:00:00",229,F-000-0688,"2021-03-22 00:00:00",Pack-C,350,1,350,42,392,Credito
689,"2021-06-29 00:00:00",165,F-000-0689,"2021-06-29 00:00:00",Pack-A,150,8,1200,144,1344,Credito
690,"2021-06-24 00:00:00",351,F-000-0690,"2021-06-24 00:00:00",Pack-A,150,3,450,54,504,Credito
691,"2021-05-21 00:00:00",77,F-000-0691,"2021-05-21 00:00:00",Pack-C,350,5,1750,210,1960,Credito
692,"2021-01-25 00:00:00",41,F-000-0692,"2021-01-25 00:00:00",Pack-C,350,3,1050,126,1176,Credito
693,"2021-06-10 00:00:00",213,F-000-0693,"2021-06-10 00:00:00",Pack-C,350,2,700,84,784,Credito
694,"2021-03-04 00:00:00",41,F-000-0694,"2021-03-04 00:00:00",Pack-A,150,4,600,72,672,Credito
695,"2021-01-18 00:00:00",221,F-000-0695,"2021-01-18 00:00:00",Pack-B,250,4,1000,120,1120,Credito
696,"2021-01-06 00:00:00",439,F-000-0696,"2021-01-06 00:00:00",Pack-C,350,2,700,84,784,Credito
697,"2021-06-07 00:00:00",443,F-000-0697,"2021-06-07 00:00:00",Pack-A,150,8,1200,144,1344,Credito
698,"2021-06-17 00:00:00",164,F-000-0698,"2021-06-17 00:00:00",Pack-C,350,3,1050,126,1176,Credito
699,"2021-05-13 00:00:00",342,F-000-0699,"2021-05-13 00:00:00",Pack-B,250,9,2250,270,2520,Credito
700,"2021-03-26 00:00:00",430,F-000-0700,"2021-03-26 00:00:00",Pack-A,150,9,1350,162,1512,Credito
701,"2021-05-04 00:00:00",309,F-000-0701,"2021-05-04 00:00:00",Pack-A,150,9,1350,162,1512,Credito
702,"2021-03-16 00:00:00",26,F-000-0702,"2021-03-16 00:00:00",Pack-B,250,7,1750,210,1960,Credito
703,"2021-04-13 00:00:00",298,F-000-0703,"2021-04-13 00:00:00",Pack-A,150,7,1050,126,1176,Credito
704,"2021-01-22 00:00:00",500,F-000-0704,"2021-01-22 00:00:00",Pack-B,250,6,1500,180,1680,Credito
705,"2021-04-28 00:00:00",468,F-000-0705,"2021-04-28 00:00:00",Pack-A,150,2,300,36,336,Credito
706,"2021-04-23 00:00:00",378,F-000-0706,"2021-04-23 00:00:00",Pack-A,150,2,300,36,336,Credito
707,"2021-02-17 00:00:00",141,F-000-0707,"2021-02-17 00:00:00",Pack-C,350,2,700,84,784,Credito
708,"2021-02-18 00:00:00",140,F-000-0708,"2021-02-18 00:00:00",Pack-C,350,7,2450,294,2744,Credito
709,"2021-01-12 00:00:00",345,F-000-0709,"2021-01-12 00:00:00",Pack-C,350,9,3150,378,3528,Credito
710,"2021-01-08 00:00:00",430,F-000-0710,"2021-01-08 00:00:00",Pack-C,350,5,1750,210,1960,Credito
711,"2021-03-08 00:00:00",41,F-000-0711,"2021-03-08 00:00:00",Pack-C,350,4,1400,168,1568,Credito
712,"2021-02-16 00:00:00",191,F-000-0712,"2021-02-16 00:00:00",Pack-A,150,8,1200,144,1344,Credito
713,"2021-02-12 00:00:00",485,F-000-0713,"2021-02-12 00:00:00",Pack-C,350,3,1050,126,1176,Credito
714,"2021-05-21 00:00:00",262,F-000-0714,"2021-05-21 00:00:00",Pack-C,350,1,350,42,392,Credito
715,"2021-05-21 00:00:00",253,F-000-0715,"2021-05-21 00:00:00",Pack-B,250,3,750,90,840,Credito
716,"2021-03-25 00:00:00",229,F-000-0716,"2021-03-25 00:00:00",Pack-B,250,4,1000,120,1120,Credito
717,"2021-03-10 00:00:00",467,F-000-0717,"2021-03-10 00:00:00",Pack-B,250,4,1000,120,1120,Credito
718,"2021-06-18 00:00:00",259,F-000-0718,"2021-06-18 00:00:00",Pack-C,350,3,1050,126,1176,Credito
719,"2021-04-30 00:00:00",357,F-000-0719,"2021-04-30 00:00:00",Pack-A,150,2,300,36,336,Credito
720,"2021-04-16 00:00:00",41,F-000-0720,"2021-04-16 00:00:00",Pack-A,150,2,300,36,336,Credito
721,"2021-03-03 00:00:00",324,F-000-0721,"2021-03-03 00:00:00",Pack-C,350,5,1750,210,1960,Credito
722,"2021-05-20 00:00:00",298,F-000-0722,"2021-05-20 00:00:00",Pack-C,350,9,3150,378,3528,Credito
723,"2021-03-08 00:00:00",262,F-000-0723,"2021-03-08 00:00:00",Pack-A,150,1,150,18,168,Credito
724,"2021-06-30 00:00:00",221,F-000-0724,"2021-06-30 00:00:00",Pack-C,350,5,1750,210,1960,Credito
725,"2021-05-10 00:00:00",26,F-000-0725,"2021-05-10 00:00:00",Pack-A,150,9,1350,162,1512,Credito
726,"2021-06-04 00:00:00",185,F-000-0726,"2021-06-04 00:00:00",Pack-C,350,1,350,42,392,Credito
727,"2021-06-02 00:00:00",135,F-000-0727,"2021-06-02 00:00:00",Pack-C,350,8,2800,336,3136,Credito
728,"2021-05-14 00:00:00",467,F-000-0728,"2021-05-14 00:00:00",Pack-C,350,5,1750,210,1960,Credito
729,"2021-02-16 00:00:00",306,F-000-0729,"2021-02-16 00:00:00",Pack-A,150,8,1200,144,1344,Credito
730,"2021-05-03 00:00:00",42,F-000-0730,"2021-05-03 00:00:00",Pack-A,150,9,1350,162,1512,Credito
731,"2021-03-05 00:00:00",95,F-000-0731,"2021-03-05 00:00:00",Pack-C,350,4,1400,168,1568,Credito
732,"2021-01-05 00:00:00",325,F-000-0732,"2021-01-05 00:00:00",Pack-A,150,3,450,54,504,Credito
733,"2021-02-15 00:00:00",329,F-000-0733,"2021-02-15 00:00:00",Pack-B,250,6,1500,180,1680,Credito
734,"2021-03-12 00:00:00",357,F-000-0734,"2021-03-12 00:00:00",Pack-B,250,5,1250,150,1400,Credito
735,"2021-03-10 00:00:00",165,F-000-0735,"2021-03-10 00:00:00",Pack-C,350,8,2800,336,3136,Credito
736,"2021-03-18 00:00:00",165,F-000-0736,"2021-03-18 00:00:00",Pack-C,350,5,1750,210,1960,Credito
737,"2021-05-04 00:00:00",461,F-000-0737,"2021-05-04 00:00:00",Pack-C,350,4,1400,168,1568,Credito
738,"2021-03-26 00:00:00",41,F-000-0738,"2021-03-26 00:00:00",Pack-B,250,9,2250,270,2520,Credito
739,"2021-04-30 00:00:00",229,F-000-0739,"2021-04-30 00:00:00",Pack-C,350,9,3150,378,3528,Credito
740,"2021-02-25 00:00:00",262,F-000-0740,"2021-02-25 00:00:00",Pack-B,250,3,750,90,840,Credito
741,"2021-04-09 00:00:00",468,F-000-0741,"2021-04-09 00:00:00",Pack-B,250,2,500,60,560,Credito
742,"2021-02-26 00:00:00",443,F-000-0742,"2021-02-26 00:00:00",Pack-C,350,6,2100,252,2352,Credito
743,"2021-01-01 00:00:00",306,F-000-0743,"2021-01-01 00:00:00",Pack-C,350,3,1050,126,1176,Credito
744,"2021-01-06 00:00:00",309,F-000-0744,"2021-01-06 00:00:00",Pack-C,350,9,3150,378,3528,Credito
745,"2021-02-04 00:00:00",185,F-000-0745,"2021-02-04 00:00:00",Pack-A,150,1,150,18,168,Credito
746,"2021-03-05 00:00:00",325,F-000-0746,"2021-03-05 00:00:00",Pack-C,350,5,1750,210,1960,Credito
747,"2021-02-12 00:00:00",324,F-000-0747,"2021-02-12 00:00:00",Pack-A,150,3,450,54,504,Credito
748,"2021-04-30 00:00:00",262,F-000-0748,"2021-04-30 00:00:00",Pack-B,250,7,1750,210,1960,Credito
749,"2021-02-10 00:00:00",197,F-000-0749,"2021-02-10 00:00:00",Pack-A,150,6,900,108,1008,Credito
750,"2021-04-15 00:00:00",467,F-000-0750,"2021-04-15 00:00:00",Pack-B,250,5,1250,150,1400,Credito
751,"2021-06-07 00:00:00",342,F-000-0751,"2021-06-07 00:00:00",Pack-B,250,5,1250,150,1400,Credito
752,"2021-06-15 00:00:00",430,F-000-0752,"2021-06-15 00:00:00",Pack-B,250,1,250,30,280,Credito
753,"2021-06-24 00:00:00",357,F-000-0753,"2021-06-24 00:00:00",Pack-A,150,1,150,18,168,Credito
754,"2021-03-30 00:00:00",185,F-000-0754,"2021-03-30 00:00:00",Pack-A,150,2,300,36,336,Credito
755,"2021-04-20 00:00:00",164,F-000-0755,"2021-04-20 00:00:00",Pack-C,350,1,350,42,392,Credito
756,"2021-01-27 00:00:00",12,F-000-0756,"2021-01-27 00:00:00",Pack-B,250,1,250,30,280,Credito
757,"2021-04-05 00:00:00",140,F-000-0757,"2021-04-05 00:00:00",Pack-A,150,5,750,90,840,Credito
758,"2021-01-18 00:00:00",281,F-000-0758,"2021-01-18 00:00:00",Pack-C,350,7,2450,294,2744,Credito
759,"2021-01-12 00:00:00",378,F-000-0759,"2021-01-12 00:00:00",Pack-B,250,5,1250,150,1400,Credito
760,"2021-03-09 00:00:00",329,F-000-0760,"2021-03-09 00:00:00",Pack-B,250,8,2000,240,2240,Credito
761,"2021-05-17 00:00:00",26,F-000-0761,"2021-05-17 00:00:00",Pack-C,350,9,3150,378,3528,Credito
762,"2021-01-18 00:00:00",42,F-000-0762,"2021-01-18 00:00:00",Pack-B,250,9,2250,270,2520,Credito
763,"2021-01-13 00:00:00",348,F-000-0763,"2021-01-13 00:00:00",Pack-A,150,4,600,72,672,Credito
764,"2021-03-11 00:00:00",430,F-000-0764,"2021-03-11 00:00:00",Pack-B,250,4,1000,120,1120,Credito
765,"2021-01-22 00:00:00",348,F-000-0765,"2021-01-22 00:00:00",Pack-B,250,2,500,60,560,Credito
766,"2021-05-19 00:00:00",443,F-000-0766,"2021-05-19 00:00:00",Pack-A,150,4,600,72,672,Credito
767,"2021-06-03 00:00:00",485,F-000-0767,"2021-06-03 00:00:00",Pack-B,250,3,750,90,840,Credito
768,"2021-01-12 00:00:00",430,F-000-0768,"2021-01-12 00:00:00",Pack-A,150,9,1350,162,1512,Credito
769,"2021-04-21 00:00:00",253,F-000-0769,"2021-04-21 00:00:00",Pack-A,150,6,900,108,1008,Credito
770,"2021-06-08 00:00:00",113,F-000-0770,"2021-06-08 00:00:00",Pack-C,350,1,350,42,392,Credito
771,"2021-02-22 00:00:00",298,F-000-0771,"2021-02-22 00:00:00",Pack-C,350,4,1400,168,1568,Credito
772,"2021-04-21 00:00:00",485,F-000-0772,"2021-04-21 00:00:00",Pack-C,350,5,1750,210,1960,Credito
773,"2021-05-05 00:00:00",113,F-000-0773,"2021-05-05 00:00:00",Pack-B,250,7,1750,210,1960,Credito
774,"2021-03-10 00:00:00",345,F-000-0774,"2021-03-10 00:00:00",Pack-B,250,1,250,30,280,Credito
